ylw_x,ylw_y,ylw_z,blu_x,blu_y,blu_z,labels
37.4,-31.97,-67.35,18.79,-23.8,-65.77,Seek needle
36.98,-32.08,-67.71,19.33,-24.5,-68.07,Seek needle
37.8,-32.0,-66.58,18.77,-23.66,-65.82,Seek needle
37.52,-31.31,-66.28,18.24,-23.39,-64.42,Seek needle
37.15,-31.34,-66.57,18.51,-23.34,-64.85,Seek needle
35.87,-31.11,-67.4,17.99,-24.0,-66.17,Seek needle
36.93,-30.66,-65.64,18.6,-25.85,-71.3,Seek needle
36.52,-30.43,-65.56,17.15,-23.58,-66.13,Seek needle
35.04,-30.2,-66.73,17.76,-23.54,-67.98,Seek needle
34.36,-31.11,-68.02,17.25,-22.93,-66.39,Seek needle
35.54,-30.48,-66.14,17.65,-22.77,-66.8,Seek needle
32.18,-32.21,-71.04,17.32,-22.64,-65.96,Seek needle
34.88,-30.47,-66.72,17.72,-22.79,-66.98,Seek needle
35.51,-30.24,-65.84,17.8,-22.35,-66.12,Seek needle
36.35,-29.97,-64.68,18.23,-23.76,-70.08,Seek needle
34.6,-30.46,-66.9,18.03,-24.55,-70.72,Seek needle
34.46,-30.52,-66.9,17.85,-23.33,-69.52,Seek needle
35.01,-29.57,-65.41,16.74,-23.04,-67.38,Seek needle
33.44,-29.99,-67.24,16.85,-22.88,-68.15,Seek needle
33.28,-29.82,-66.98,16.72,-22.4,-67.51,Seek needle
34.94,-29.11,-64.38,16.63,-22.62,-67.81,Seek needle
33.18,-29.77,-66.79,16.15,-22.08,-66.45,Seek needle
33.47,-29.52,-66.12,15.89,-22.15,-66.05,Seek needle
33.95,-29.31,-65.46,16.48,-22.18,-67.14,Seek needle
34.59,-29.33,-64.75,16.95,-22.6,-68.88,Seek needle
34.68,-29.52,-64.79,16.74,-22.93,-69.58,Seek needle
31.69,-30.64,-68.79,16.07,-22.49,-67.85,Seek needle
33.87,-29.46,-65.49,14.81,-21.42,-63.48,Seek needle
34.29,-29.26,-64.85,15.5,-22.17,-65.73,Seek needle
34.39,-29.51,-64.86,15.87,-22.15,-66.27,Seek needle
33.87,-29.72,-65.51,17.15,-22.58,-68.69,Seek needle
33.71,-29.96,-65.87,14.81,-21.44,-62.09,Seek needle
34.03,-29.66,-65.26,16.19,-22.19,-65.33,Seek needle
33.0,-30.26,-66.88,15.43,-21.68,-63.24,Seek needle
33.39,-30.1,-66.3,17.0,-22.71,-67.88,Seek needle
33.86,-29.49,-65.24,16.58,-22.47,-66.92,Seek needle
33.48,-29.88,-65.83,16.58,-23.22,-68.5,Seek needle
31.67,-30.7,-68.32,16.38,-23.01,-68.51,Seek needle
33.94,-29.25,-64.39,16.84,-22.87,-68.85,Seek needle
30.3,-31.47,-70.13,16.73,-22.61,-68.87,Seek needle
35.08,-29.11,-62.8,16.98,-22.72,-69.48,Seek needle
32.56,-30.25,-66.56,16.6,-22.51,-68.19,Seek needle
32.98,-30.38,-66.25,16.56,-22.5,-67.98,Seek needle
35.58,-29.56,-62.7,17.18,-22.37,-68.73,Seek needle
33.65,-30.17,-65.45,16.86,-21.39,-66.14,Seek needle
34.31,-29.97,-64.73,17.07,-21.62,-66.01,Seek needle
34.74,-29.85,-64.32,16.97,-21.08,-64.42,Seek needle
35.66,-29.41,-63.15,16.72,-21.34,-62.86,Seek needle
33.36,-30.73,-66.81,16.51,-21.53,-61.83,Seek needle
36.0,-30.06,-63.4,17.27,-21.72,-62.52,Seek needle
35.03,-30.42,-64.77,17.23,-21.51,-60.75,Seek needle
34.7,-30.35,-65.06,18.69,-22.27,-63.95,Seek needle
34.64,-30.44,-65.2,18.55,-22.75,-64.24,Seek needle
35.0,-30.27,-64.63,19.03,-22.53,-64.78,Seek needle
35.67,-30.19,-63.67,19.67,-23.12,-66.46,Seek needle
33.66,-31.37,-66.65,19.3,-22.96,-65.09,Seek needle
35.88,-30.57,-63.24,19.28,-22.61,-64.96,Seek needle
34.52,-31.44,-65.2,18.52,-22.18,-62.68,Seek needle
34.31,-31.18,-65.06,19.19,-23.13,-65.72,Seek needle
31.79,-32.74,-69.17,19.75,-24.08,-68.97,Seek needle
36.47,-30.57,-62.17,19.82,-23.83,-68.84,Seek needle
31.26,-32.73,-69.53,19.47,-23.13,-67.1,Seek needle
35.89,-30.88,-62.79,18.61,-22.81,-65.55,Seek needle
36.28,-30.72,-62.3,19.39,-22.39,-66.64,Seek needle
36.06,-30.92,-62.76,19.26,-22.27,-66.15,Seek needle
35.7,-30.85,-63.27,20.18,-21.98,-66.97,Seek needle
36.21,-30.36,-62.45,19.35,-21.99,-64.57,Seek needle
36.38,-30.49,-62.48,19.89,-22.29,-66.12,Seek needle
37.44,-30.27,-61.35,19.54,-21.96,-65.17,Seek needle
37.25,-30.28,-61.69,19.61,-21.66,-64.55,Seek needle
37.19,-30.28,-61.91,20.6,-21.82,-65.77,Seek needle
37.05,-30.14,-62.28,20.94,-21.67,-65.83,Seek needle
36.92,-29.89,-62.43,20.44,-21.67,-64.99,Seek needle
38.5,-30.16,-61.34,21.09,-21.2,-66.01,Seek needle
35.31,-31.21,-66.11,21.29,-19.41,-61.89,Seek needle
34.22,-31.67,-67.97,22.02,-17.83,-60.62,Seek needle
36.85,-30.7,-64.76,20.53,-17.65,-57.36,Seek needle
35.67,-30.97,-66.54,21.07,-16.4,-56.31,Seek needle
36.93,-30.53,-65.08,21.89,-13.43,-52.15,Seek needle
37.52,-30.79,-64.97,22.36,-12.0,-50.17,Seek needle
38.15,-30.48,-64.07,23.27,-11.41,-48.84,Seek needle
38.72,-30.09,-63.07,23.34,-9.69,-45.43,Seek needle
39.58,-30.31,-62.16,22.65,-9.72,-42.38,Seek needle
39.32,-30.01,-62.1,24.02,-9.21,-41.68,Seek needle
39.02,-29.83,-62.27,25.6,-7.86,-41.55,Seek needle
37.89,-30.27,-63.78,26.51,-6.81,-40.68,Seek needle
37.02,-31.25,-65.61,28.57,-7.31,-43.65,Seek needle
35.94,-31.69,-67.17,29.68,-6.97,-43.34,Seek needle
35.96,-31.68,-67.15,29.46,-5.43,-39.84,Seek needle
38.79,-30.73,-63.23,31.04,-5.74,-42.52,Seek needle
36.34,-31.52,-66.2,31.45,-5.43,-41.86,Seek needle
37.56,-31.2,-64.41,29.68,-4.44,-36.03,Seek needle
39.09,-30.22,-61.77,31.23,-4.27,-39.14,Seek needle
38.4,-30.51,-62.52,31.03,-4.77,-39.79,Seek needle
37.32,-30.8,-63.87,30.26,-3.66,-35.76,Seek needle
36.61,-31.9,-65.54,30.11,-3.64,-36.48,Seek needle
36.86,-31.13,-64.61,30.08,-2.53,-34.14,Seek needle
38.22,-30.57,-62.67,30.44,-2.03,-33.91,Seek needle
38.05,-30.8,-62.85,30.78,-4.12,-40.3,Seek needle
38.8,-30.59,-61.85,31.24,-2.71,-39.31,Seek needle
39.51,-30.11,-60.63,31.16,-2.24,-37.52,Seek needle
38.96,-30.46,-61.55,31.69,-1.44,-37.72,Seek needle
37.83,-30.68,-62.9,30.3,-1.29,-33.28,Seek needle
37.22,-31.51,-64.27,31.64,-0.13,-34.31,Seek needle
39.91,-30.78,-60.58,32.32,1.54,-32.16,Seek needle
39.15,-30.82,-61.1,31.81,1.35,-30.53,Seek needle
38.49,-31.31,-62.1,31.41,1.79,-28.21,Seek needle
39.73,-30.93,-60.41,32.44,0.81,-32.61,Seek needle
39.83,-30.77,-60.14,32.81,1.98,-31.44,Seek needle
38.9,-31.41,-61.67,32.69,3.0,-29.01,Seek needle
40.07,-31.19,-60.31,31.15,4.3,-22.93,Seek needle
40.18,-31.13,-60.17,31.25,2.34,-26.78,Seek needle
39.98,-31.19,-60.43,32.21,2.88,-28.91,Seek needle
40.89,-31.05,-59.33,32.42,3.96,-27.31,Seek needle
41.42,-30.67,-58.51,32.08,5.28,-24.27,Seek needle
40.47,-30.62,-59.49,32.36,6.41,-22.74,Seek needle
38.93,-31.03,-61.54,32.87,7.0,-22.6,Seek needle
41.0,-30.6,-58.99,32.05,8.88,-16.5,Seek needle
38.76,-31.34,-62.12,32.69,7.75,-19.26,Seek needle
39.94,-31.15,-60.76,32.67,8.16,-18.16,Seek needle
41.22,-30.14,-58.67,34.02,9.04,-18.64,Seek needle
40.59,-30.52,-59.84,34.76,9.03,-19.92,Seek needle
38.31,-30.91,-62.98,36.69,8.73,-23.13,Seek needle
38.68,-30.45,-62.33,36.91,8.6,-23.64,Seek needle
38.98,-30.35,-61.94,36.76,7.79,-23.59,Seek needle
37.18,-31.34,-64.81,36.6,7.29,-25.33,Seek needle
39.33,-30.52,-61.84,36.87,7.5,-25.09,Seek needle
38.39,-31.01,-63.37,38.36,7.65,-27.9,Seek needle
38.47,-30.95,-63.3,36.94,6.86,-24.61,Seek needle
37.81,-31.2,-64.21,38.97,6.8,-27.72,Seek needle
37.46,-31.58,-64.9,37.67,6.13,-26.23,Seek needle
39.01,-31.13,-62.83,36.7,6.43,-24.12,Seek needle
41.62,-30.61,-59.55,38.17,6.27,-27.57,Seek needle
40.17,-31.17,-61.56,36.31,4.69,-26.87,Seek needle
39.56,-31.98,-62.82,33.79,4.59,-21.87,Seek needle
41.58,-31.03,-59.83,35.29,6.73,-23.03,Seek needle
39.57,-33.3,-64.13,34.55,6.2,-22.12,Seek needle
39.12,-33.82,-65.28,37.48,6.32,-28.37,Seek needle
43.54,-32.03,-59.21,36.87,7.74,-25.41,Seek needle
40.95,-32.8,-62.58,36.11,8.95,-20.72,Seek needle
43.5,-32.42,-59.56,36.66,9.38,-21.32,Seek needle
40.44,-32.3,-62.65,35.02,8.96,-22.69,Seek needle
42.66,-32.1,-60.09,35.36,11.92,-21.51,Seek needle
42.45,-32.01,-60.36,35.24,10.95,-24.19,Grasp needle
39.57,-33.22,-64.45,32.4,11.45,-19.91,Grasp needle
43.24,-32.21,-59.74,34.41,12.75,-23.54,Grasp needle
42.0,-31.82,-60.85,34.61,17.97,-16.34,Grasp needle
38.16,-33.7,-66.59,33.54,17.58,-15.55,Grasp needle
41.46,-32.67,-61.96,34.12,20.75,-12.48,Grasp needle
43.1,-32.37,-59.77,35.47,23.38,-11.23,Grasp needle
43.0,-32.34,-59.65,36.03,26.39,-7.09,Grasp needle
41.21,-33.04,-61.95,36.14,26.24,-7.58,Grasp needle
42.7,-32.48,-59.76,36.82,24.57,-11.53,Grasp needle
37.98,-34.16,-66.21,36.16,25.98,-8.0,Grasp needle
43.28,-32.6,-59.21,36.7,26.47,-8.11,Grasp needle
42.79,-32.21,-59.39,37.48,26.06,-8.02,Grasp needle
42.46,-32.33,-59.89,37.37,25.22,-9.3,Grasp needle
41.31,-32.76,-61.42,36.82,24.55,-9.37,Grasp needle
43.06,-31.99,-58.92,38.39,22.09,-15.84,Grasp needle
43.14,-32.19,-59.01,36.75,22.46,-11.4,Grasp needle
43.27,-32.5,-58.99,36.76,22.52,-11.31,Grasp needle
43.08,-32.22,-58.96,38.17,22.23,-15.41,Grasp needle
43.32,-32.37,-58.69,37.29,22.26,-13.67,Grasp needle
43.15,-32.63,-59.01,37.25,23.68,-10.39,Grasp needle
43.17,-32.33,-58.7,37.44,23.46,-10.27,Grasp needle
43.12,-32.22,-58.68,38.06,23.17,-11.98,Grasp needle
43.0,-32.54,-59.11,38.61,23.11,-13.09,Grasp needle
43.33,-32.41,-58.61,36.87,23.15,-9.33,Grasp needle
43.84,-31.89,-57.47,37.39,24.45,-7.16,Grasp needle
42.38,-32.52,-59.53,39.22,23.29,-12.69,Grasp needle
39.48,-33.85,-63.63,38.07,23.43,-9.82,Grasp needle
42.43,-32.84,-59.58,39.26,23.39,-11.46,Grasp needle
41.97,-33.32,-60.48,39.28,23.12,-11.58,Grasp needle
42.16,-32.66,-59.85,38.88,22.79,-11.29,Grasp needle
42.12,-32.32,-59.71,38.3,23.82,-8.15,Grasp needle
41.92,-32.68,-60.27,38.95,23.01,-10.78,Grasp needle
37.95,-34.58,-66.25,39.4,22.24,-13.6,Grasp needle
43.69,-32.31,-58.26,40.12,21.89,-15.47,Grasp needle
43.97,-32.64,-58.39,38.92,23.16,-11.31,Grasp needle
43.16,-32.54,-59.52,39.75,21.73,-16.02,Grasp needle
41.97,-32.75,-61.35,38.5,20.43,-15.47,Grasp needle
44.18,-32.19,-58.99,38.59,18.97,-17.66,Grasp needle
42.68,-32.66,-61.32,37.3,14.39,-22.11,Set needle
43.77,-31.86,-59.88,34.54,13.04,-18.13,Set needle
45.24,-32.02,-58.92,35.18,13.39,-18.15,Set needle
47.02,-31.83,-57.17,31.99,7.35,-23.92,Set needle
46.03,-30.33,-57.23,30.16,2.6,-33.35,Set needle
46.0,-30.27,-57.58,28.04,1.95,-33.32,Set needle
46.52,-29.52,-56.63,28.23,-0.08,-39.2,Set needle
46.31,-30.04,-57.37,27.11,-0.42,-41.45,Set needle
47.38,-29.9,-56.21,26.22,-1.87,-46.0,Set needle
47.23,-29.2,-55.54,23.35,-1.84,-44.36,Set needle
48.13,-29.25,-54.47,24.2,-3.09,-51.28,Set needle
48.5,-28.79,-53.4,23.21,-3.64,-52.02,Set needle
42.94,-31.55,-61.13,23.98,-0.51,-48.91,Set needle
44.97,-31.18,-58.32,22.84,-1.2,-46.85,Set needle
46.57,-29.67,-55.22,24.58,-3.06,-52.47,Set needle
52.43,-26.5,-46.75,25.05,-4.21,-54.47,Set needle
47.46,-25.72,-52.71,23.52,-5.0,-52.2,Set needle
49.34,-23.25,-49.92,20.32,-6.98,-51.29,Set needle
50.12,-21.84,-49.39,21.33,-9.01,-57.42,Set needle
51.33,-20.8,-48.62,18.81,-9.99,-55.32,Set needle
50.49,-18.56,-49.37,19.47,-10.43,-59.04,Set needle
52.98,-16.43,-46.75,18.23,-11.78,-60.64,Set needle
53.6,-14.84,-46.19,19.96,-13.38,-66.09,Set needle
50.94,-15.04,-49.92,19.6,-15.11,-68.58,Set needle
53.51,-15.1,-47.62,18.68,-13.73,-65.31,Set needle
54.61,-14.63,-45.83,18.89,-14.88,-67.18,Set needle
53.78,-14.79,-45.59,18.04,-15.53,-66.78,Set needle
51.79,-14.95,-46.31,16.15,-15.53,-63.46,Set needle
50.33,-17.07,-47.48,16.97,-16.9,-68.2,Set needle
54.94,-19.23,-42.16,14.81,-15.74,-62.92,Set needle
56.58,-19.74,-38.69,17.04,-16.35,-67.1,Set needle
54.7,-21.29,-39.8,15.63,-15.9,-64.34,Set needle
53.34,-21.98,-39.94,16.13,-16.13,-65.62,Set needle
53.28,-19.93,-37.43,15.37,-16.22,-64.46,Set needle
53.08,-18.53,-36.28,15.47,-15.82,-63.51,Set needle
53.29,-15.97,-34.55,15.95,-16.0,-64.14,Set needle
51.22,-14.02,-36.39,16.86,-16.42,-66.02,Set needle
49.03,-11.45,-38.05,16.99,-16.59,-66.49,Set needle
51.87,-8.11,-33.49,16.83,-16.5,-66.03,Set needle
47.02,-7.4,-39.6,16.5,-16.2,-65.0,Set needle
47.6,-6.31,-39.29,17.16,-15.63,-64.25,Set needle
50.28,-4.52,-35.52,16.98,-15.06,-62.51,Set needle
48.38,-3.51,-37.1,17.59,-16.51,-64.67,Set needle
50.53,-1.11,-32.28,18.63,-16.46,-65.7,Set needle
50.82,-2.76,-32.25,18.27,-16.76,-65.3,Set needle
51.3,-1.82,-30.1,20.04,-17.55,-68.39,Set needle
45.69,-2.1,-35.04,17.25,-15.96,-61.2,Set needle
50.87,0.92,-26.38,17.18,-16.48,-61.87,Set needle
50.98,-0.1,-26.65,17.48,-17.45,-63.5,Set needle
50.39,-0.22,-27.01,18.69,-18.21,-67.31,Set needle
48.18,-2.05,-30.49,18.34,-18.31,-67.34,Set needle
51.49,-1.75,-25.8,17.21,-17.6,-64.91,Set needle
53.5,-1.52,-20.63,16.86,-17.03,-64.33,Set needle
56.58,-4.23,-17.72,17.93,-16.79,-66.02,Set needle
53.36,-6.61,-22.85,16.96,-15.7,-62.87,Set needle
47.21,-11.14,-32.17,18.0,-15.3,-64.05,Set needle
52.25,-9.81,-25.16,17.47,-15.09,-62.95,Set needle
49.9,-10.62,-28.64,18.75,-14.19,-63.52,Set needle
55.4,-8.31,-22.25,18.21,-14.09,-62.14,Set needle
54.44,-8.23,-26.24,17.82,-15.68,-64.47,Set needle
55.65,-7.56,-30.13,19.17,-13.29,-62.21,Set needle
56.46,-9.45,-29.46,18.1,-13.01,-58.87,Set needle
53.93,-8.8,-33.24,18.85,-14.03,-60.71,Set needle
52.3,-8.74,-36.75,18.98,-14.74,-62.95,Set needle
55.0,-9.02,-35.54,19.43,-14.53,-63.72,Set needle
51.83,-11.14,-41.29,18.79,-13.44,-61.27,Set needle
53.91,-10.45,-38.99,19.37,-14.12,-62.85,Set needle
53.45,-10.01,-39.43,18.82,-13.04,-60.49,Set needle
50.73,-10.73,-42.97,18.23,-12.45,-58.84,Set needle
50.45,-9.85,-43.46,19.93,-12.74,-62.28,Set needle
53.08,-10.63,-41.92,17.21,-9.94,-51.76,Set needle
50.35,-12.85,-45.26,19.38,-10.33,-53.8,Set needle
56.36,-12.02,-38.32,20.73,-10.49,-55.27,Set needle
55.72,-13.94,-40.43,20.64,-10.9,-55.8,Set needle
56.14,-13.47,-39.09,21.73,-11.33,-58.13,Set needle
56.62,-13.29,-38.11,21.05,-11.04,-56.48,Set needle
57.28,-12.58,-36.95,21.07,-10.45,-55.04,Set needle
56.56,-12.59,-37.66,22.4,-11.96,-59.74,Set needle
57.92,-11.31,-34.87,21.86,-12.23,-59.06,Set needle
56.3,-11.07,-36.34,22.09,-12.03,-59.42,Set needle
57.16,-12.7,-36.03,21.27,-11.3,-56.68,Set needle
53.32,-13.81,-37.98,21.44,-11.01,-56.6,Set needle
53.74,-15.4,-38.05,23.21,-12.59,-61.53,Set needle
53.7,-16.17,-38.22,21.09,-10.94,-53.61,Set needle
51.29,-14.71,-43.04,22.82,-12.07,-58.39,Set needle
46.88,-14.69,-49.94,20.7,-14.9,-61.67,Set needle
52.91,-11.83,-41.72,21.39,-14.94,-61.89,Set needle
52.25,-10.17,-41.72,20.01,-14.1,-58.89,Set needle
53.84,-10.27,-42.23,21.59,-15.2,-64.5,Set needle
51.24,-13.49,-47.05,18.96,-12.97,-58.03,Set needle
53.72,-12.54,-43.47,18.16,-11.81,-54.62,Set needle
51.69,-14.05,-46.07,18.99,-10.94,-55.18,Set needle
50.76,-14.35,-46.53,18.91,-9.09,-51.59,Set needle
50.16,-14.77,-46.71,18.72,-9.32,-51.02,Set needle
50.29,-15.41,-46.34,18.79,-9.97,-52.5,Set needle
48.32,-15.09,-46.87,19.12,-10.32,-54.23,Set needle
49.81,-15.68,-45.93,18.74,-9.49,-51.78,Set needle
49.21,-15.2,-46.42,19.04,-9.85,-52.63,Set needle
52.2,-13.7,-42.74,19.1,-10.57,-53.38,Set needle
55.34,-10.88,-38.1,18.87,-13.14,-57.24,Set needle
53.8,-9.16,-38.55,20.35,-15.57,-64.38,Set needle
54.32,-6.82,-36.54,18.55,-13.46,-57.35,Set needle
52.92,-5.83,-38.08,20.12,-15.77,-63.1,Set needle
51.27,-4.22,-39.07,18.63,-16.28,-59.33,Set needle
54.7,-1.98,-34.69,17.74,-16.5,-57.18,Set needle
47.51,-2.15,-42.84,18.34,-18.44,-60.41,Set needle
48.45,-0.42,-40.73,17.25,-18.38,-56.19,Set needle
49.82,2.36,-37.19,17.27,-19.57,-56.81,Set needle
51.98,5.02,-33.13,16.39,-20.54,-55.97,Set needle
50.6,5.24,-33.98,17.47,-21.05,-57.63,Set needle
50.12,7.8,-32.6,15.84,-21.89,-55.36,Set needle
45.9,10.19,-34.49,17.53,-22.62,-59.73,Set needle
49.84,12.81,-28.78,16.23,-22.56,-57.07,Set needle
45.88,13.09,-30.35,16.26,-23.52,-58.84,Set needle
44.6,12.08,-32.26,16.39,-23.38,-59.02,Set needle
43.27,14.36,-30.84,16.48,-23.51,-59.32,Set needle
46.97,17.54,-23.73,16.41,-24.04,-59.96,Set needle
41.99,17.06,-28.92,15.92,-24.79,-60.7,Set needle
41.61,16.68,-28.91,16.83,-24.5,-62.5,Set needle
43.78,21.41,-23.24,14.37,-22.44,-49.35,Set needle
41.85,23.62,-28.54,19.63,-26.94,-66.94,Set needle
41.6,23.83,-28.77,18.65,-25.89,-63.02,Set needle
43.04,23.08,-26.33,17.9,-24.77,-58.1,Set needle
41.0,21.13,-29.7,17.89,-25.88,-60.32,Set needle
41.8,22.27,-27.45,18.34,-25.03,-58.95,Set needle
41.3,21.85,-27.99,17.75,-24.91,-57.04,Set needle
39.19,20.97,-30.53,18.05,-24.72,-56.95,Set needle
